created_at,id,public,type,actor_id,repo_id,mergeable,commits,additions,deletions,changed_files,open_issues_count,watchers_count,    ,has_discussions,has_wiki,has_projects,language,stargazers_count,title,state
2022-11-10T21:00:00Z,25166098014,true,PullRequestEvent,49699333,251151819,,1,72,84,2,4,0,0,false,true,true,TypeScript,0,Bump electron from 8.2.3 to 18.3.7,open
2022-11-10T21:00:00Z,25166098082,true,PullRequestEvent,49699333,246528127,true,1,22,47,2,1,1,1,false,true,true,JavaScript,1,Bump electron from 8.5.2 to 15.5.5,closed
2022-11-10T21:00:00Z,25166098088,true,PullRequestEvent,33375223,553787585,,1,481,332,5,0,0,0,false,true,true,Solidity,0,refactor: :zap: move permit code into external library,closed
2022-11-10T21:00:00Z,25166098144,true,PullRequestEvent,49699333,41334910,true,1,63,63,2,20,3,3,false,true,true,JavaScript,3,Bump electron from 7.1.7 to 15.5.5,closed
2022-11-10T21:00:00Z,25166098156,true,PullRequestEvent,49699333,239546376,,1,150,164,2,21,0,0,false,true,true,CSS,0,Bump loader-utils and webpack-cli in /excellentexport-master,open
2022-11-10T21:00:00Z,25166098162,true,PullRequestEvent,49699333,254578028,,1,131,80,2,2,0,0,false,true,true,TypeScript,0,Bump electron from 8.1.1 to 18.3.7,open
2022-11-10T21:00:00Z,25166098192,true,PullRequestEvent,49699333,245393171,,1,83,68,1,28,4,4,false,true,true,JavaScript,4,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:00Z,25166098247,true,PullRequestEvent,49699333,284538075,,1,18,10,2,36,0,0,false,true,true,JavaScript,0,Bump minimatch from 3.0.4 to 3.1.2 in /mobile,open
2022-11-10T21:00:00Z,25166098217,true,PullRequestEvent,49699333,246749202,,1,74,56,2,20,0,0,false,true,true,JavaScript,0,Bump electron from 8.2.0 to 18.3.7,open
2022-11-10T21:00:00Z,25166098294,true,PullRequestEvent,49699333,73453488,,1,10,29,1,459,2520,2520,false,false,false,TypeScript,2520,Bump loader-utils from 1.1.0 to 1.4.1 in /widgets,open
2022-11-10T21:00:01Z,25166098305,true,PullRequestEvent,49699333,238860659,,1,76,62,2,3,1,1,false,true,true,JavaScript,1,Bump electron from 7.1.8 to 18.3.7,open
2022-11-10T21:00:01Z,25166098307,true,PullRequestEvent,49699333,246810604,true,1,116,59,2,4,0,0,false,true,true,JavaScript,0,Bump electron from 8.2.0 to 15.5.5,closed
2022-11-10T21:00:01Z,25166098352,true,PullRequestEvent,43144390,68424413,,1,41,0,1,6,6,6,false,true,true,TypeScript,6,Add CodeQL workflow for GitHub code scanning,open
2022-11-10T21:00:01Z,25166098367,true,PullRequestEvent,49699333,245466489,,1,22,36,2,25,0,0,false,true,true,PHP,0,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:01Z,25166098461,true,PullRequestEvent,49699333,268304570,,1,60,56,2,2,1,1,false,true,true,CSS,1,build(deps-dev): bump electron from 9.0.0 to 18.3.7,open
2022-11-10T21:00:01Z,25166098526,true,PullRequestEvent,39814207,454492010,,2,93,424,11,0,0,0,false,false,true,Go,0,[pull] master from uber:master,closed
2022-11-10T21:00:01Z,25166098534,true,PullRequestEvent,115560283,544952497,,1,111,30,5,0,0,0,false,true,true,JavaScript,0,undo changes,closed
2022-11-10T21:00:01Z,25166098544,true,PullRequestEvent,49699333,229988782,,1,122,111,2,3,0,0,false,true,true,Vue,0,Bump electron from 7.1.6 to 18.3.7,open
2022-11-10T21:00:01Z,25166098545,true,PullRequestEvent,49699333,230955836,,1,190,24,2,27,0,0,false,true,true,Vue,0,Bump electron from 7.1.7 to 18.3.7,open
2022-11-10T21:00:01Z,25166098556,true,PullRequestEvent,1753262,481452780,,1,1,1,1,2,3,3,false,false,false,,3,Lets adjust to - 1668114000654,open
2022-11-10T21:00:02Z,25166098582,true,PullRequestEvent,49699333,244587425,true,1,183,129,2,1,0,0,false,true,true,JavaScript,0,Bump electron from 8.0.3 to 15.5.5,closed
2022-11-10T21:00:02Z,25166098583,true,PullRequestEvent,49699333,259035335,true,1,95,98,2,2,0,0,false,true,true,JavaScript,0,Bump electron from 8.2.3 to 15.5.5,closed
2022-11-10T21:00:02Z,25166098602,true,PullRequestEvent,49699333,253560608,,1,72,73,2,2,1,1,false,true,true,TypeScript,1,Bump electron from 8.2.3 to 18.3.7,open
2022-11-10T21:00:03Z,25166098772,true,PullRequestEvent,49699333,260723438,true,1,124,19,2,3,0,0,false,true,true,HTML,0,Bump electron from 8.2.5 to 15.5.5,closed
2022-11-10T21:00:03Z,25166098775,true,PullRequestEvent,49699333,272297972,true,1,23,29,2,2,0,0,false,true,true,JavaScript,0,Bump electron from 9.0.0 to 15.5.5,closed
2022-11-10T21:00:03Z,25166098818,true,PullRequestEvent,117457322,210892300,,1,30,59,1,80,5,5,false,true,true,JavaScript,5,Favicon issue,closed
2022-11-10T21:00:03Z,25166098891,true,PullRequestEvent,11839151,356030858,,2,0,2,1,23,5,5,false,true,true,TypeScript,5,[Fix] SeedImport OnPaste vs OnChange,closed
2022-11-10T21:00:03Z,25166098897,true,PullRequestEvent,49699333,173191921,,1,95,77,2,19,0,0,false,true,true,JavaScript,0,Bump electron from 9.0.0 to 18.3.7,open
2022-11-10T21:00:03Z,25166098907,true,PullRequestEvent,49699333,251151819,true,1,72,84,2,3,0,0,false,true,true,TypeScript,0,Bump electron from 8.2.3 to 15.5.5,closed
2022-11-10T21:00:03Z,25166098955,true,PullRequestEvent,49699333,254578028,true,1,131,80,2,1,0,0,false,true,true,TypeScript,0,Bump electron from 8.1.1 to 15.5.5,closed
2022-11-10T21:00:03Z,25166099052,true,PullRequestEvent,108870444,563554379,,1,2,2,1,2,0,0,false,true,true,JavaScript,0,trying to fix deployment error,open
2022-11-10T21:00:04Z,25166099094,true,PullRequestEvent,29488428,353440668,,1,1,1,2,1,0,0,false,false,false,HTML,0,update Coury et al,open
2022-11-10T21:00:04Z,25166099108,true,PullRequestEvent,1753262,481452780,,1,1,1,1,0,3,3,false,false,false,,3,Lets adjust to - 1668114000654,closed
2022-11-10T21:00:04Z,25166099184,true,PullRequestEvent,49699333,273999790,true,1,70,45,2,1,0,0,false,true,true,Vue,0,Bump electron from 9.0.4 to 15.5.5,closed
2022-11-10T21:00:04Z,25166099200,true,PullRequestEvent,22669301,554419465,true,2,66,32,17,0,0,0,false,true,true,JavaScript,0,Master,closed
2022-11-10T21:00:04Z,25166099203,true,PullRequestEvent,49699333,259057039,,1,23103,22993,2,4,0,0,false,true,true,JavaScript,0,Bump electron from 8.2.3 to 18.3.7,open
2022-11-10T21:00:04Z,25166099219,true,PullRequestEvent,93133199,421007481,,1,728,231989,57,2,1,1,false,true,true,R,1,Changes to adm_consolidate to cap coverage figures,open
2022-11-10T21:00:04Z,25166099227,true,PullRequestEvent,42302901,561351372,,1,6,0,1,0,0,0,false,true,true,Java,0,son,closed
2022-11-10T21:00:04Z,25166099229,true,PullRequestEvent,82062616,300735824,,4,1365,404,12,7,36,36,false,true,true,JavaScript,36,`initializeIcons()` in various quickstarts,open
2022-11-10T21:00:04Z,25166099237,true,PullRequestEvent,79616010,507436422,,4,113,36,1,2,8,8,false,true,true,C++,8,Added logical padding support to conv fwd with avoid_rim_fmas = 1,open
2022-11-10T21:00:04Z,25166099252,true,PullRequestEvent,49699333,252661639,,1,186,98,2,17,0,0,false,false,true,,0,Bump electron from 8.0.3 to 18.3.7,open
2022-11-10T21:00:04Z,25166099269,true,PullRequestEvent,1753262,481452780,,1,1,1,1,0,3,3,false,false,false,,3,Lets adjust to - 1668114000654,closed
2022-11-10T21:00:04Z,25166099297,true,PullRequestEvent,49699333,238860659,true,1,76,62,2,2,1,1,false,true,true,JavaScript,1,Bump electron from 7.1.8 to 15.5.5,closed
2022-11-10T21:00:05Z,25166099793,true,PullRequestEvent,29139614,515107131,,1,48,48,1,3,0,0,false,true,true,TypeScript,0,Update all non major dependencies to v7.19.0,open
2022-11-10T21:00:05Z,25166099798,true,PullRequestEvent,49699333,230955836,true,1,190,24,2,26,0,0,false,true,true,Vue,0,Bump electron from 7.1.7 to 15.5.5,closed
2022-11-10T21:00:06Z,25166099863,true,PullRequestEvent,74924917,296702877,,1,0,16,1,2,7532,7532,false,true,true,,7532,Remove nvim-cmp sources,open
2022-11-10T21:00:06Z,25166099931,true,PullRequestEvent,49699333,246749202,true,1,74,56,2,19,0,0,false,true,true,JavaScript,0,Bump electron from 8.2.0 to 15.5.5,closed
2022-11-10T21:00:06Z,25166099979,true,PullRequestEvent,49699333,249448783,,1,67,31,1,18,0,0,false,true,true,HTML,0,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:06Z,25166100021,true,PullRequestEvent,3459255,320936419,,5,162,5,9,0,94,94,false,true,true,HTML,94,test:e2e coverage reporting,closed
2022-11-10T21:00:06Z,25166100195,true,PullRequestEvent,1465370,545644185,,2,11,11,2,3,6,6,false,true,true,TypeScript,6,♻️ Trying to enable e2e testing on CI,open
2022-11-10T21:00:06Z,25166100215,true,PullRequestEvent,49699333,248415672,,1,23,13,1,19,0,0,false,true,true,PHP,0,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:07Z,25166100279,true,PullRequestEvent,49699333,265042173,,1,76,62,2,5,2,2,false,true,true,JavaScript,2,Bump electron from 7.1.7 to 18.3.7,open
2022-11-10T21:00:07Z,25166100280,true,PullRequestEvent,49699333,272366994,,1,486,140,2,2,0,0,false,true,true,JavaScript,0,Bump minimatch from 3.0.4 to 3.1.2,open
2022-11-10T21:00:07Z,25166100306,true,PullRequestEvent,49699333,253560608,true,1,72,73,2,1,1,1,false,true,true,TypeScript,1,Bump electron from 8.2.3 to 15.5.5,closed
2022-11-10T21:00:07Z,25166100322,true,PullRequestEvent,114242927,562791797,,1,92,1,2,1,0,0,false,true,true,Java,0,Initialization: Ability to Create Contacts,open
2022-11-10T21:00:07Z,25166100335,true,PullRequestEvent,49699333,244126497,,1,100,48,2,2,0,0,false,true,true,TypeScript,0,Bump electron from 7.1.14 to 18.3.7,open
2022-11-10T21:00:07Z,25166100357,true,PullRequestEvent,102495,378405765,,1,13,13,6,2,13,13,true,false,false,Python,13,Update devtools repo url,closed
2022-11-10T21:00:07Z,25166100388,true,PullRequestEvent,49699333,267513289,,1,99,102,2,2,0,0,false,true,true,JavaScript,0,Bump electron from 9.0.0 to 18.3.7,open
2022-11-10T21:00:07Z,25166100401,true,PullRequestEvent,47124820,524297258,,1,3,0,1,0,0,0,false,true,true,Dockerfile,0,"added sqlalchemy, alembic, pydantic",closed
2022-11-10T21:00:07Z,25166100407,true,PullRequestEvent,49699333,173191921,true,1,95,77,2,18,0,0,false,true,true,JavaScript,0,Bump electron from 9.0.0 to 15.5.5,closed
2022-11-10T21:00:07Z,25166100464,true,PullRequestEvent,49699333,259057039,true,1,23103,22993,2,3,0,0,false,true,true,JavaScript,0,Bump electron from 8.2.3 to 15.5.5,closed
2022-11-10T21:00:07Z,25166100468,true,PullRequestEvent,110652609,544762166,,3855,1054,12,22,1,0,0,false,false,false,Shell,0,Test PR,open
2022-11-10T21:00:07Z,25166100477,true,PullRequestEvent,49699333,179994473,,1,137,110,2,2,0,0,false,false,false,HTML,0,Bump electron from 8.1.0 to 18.3.7,open
2022-11-10T21:00:07Z,25166100490,true,PullRequestEvent,49699333,257548503,,1,105,84,2,3,0,0,false,true,true,JavaScript,0,Bump electron from 8.2.3 to 18.3.7,open
2022-11-10T21:00:07Z,25166100635,true,PullRequestEvent,49699333,247489312,,1,2170,138,2,2,3,3,false,true,true,JavaScript,3,Bump electron from 8.1.1 to 18.3.7,open
2022-11-10T21:00:08Z,25166100690,true,PullRequestEvent,49699333,239594774,true,1,100,111,2,3,0,0,false,true,true,TypeScript,0,Bump electron from 8.2.3 to 15.5.5,closed
2022-11-10T21:00:08Z,25166100705,true,PullRequestEvent,1903766,288906703,,1,11,0,2,1,9,9,false,false,false,Mustache,9,TN-2892 Add config values for Keycloak,closed
2022-11-10T21:00:08Z,25166100769,true,PullRequestEvent,49699333,252661639,true,1,186,98,2,16,0,0,false,false,true,,0,Bump electron from 8.0.3 to 15.5.5,closed
2022-11-10T21:00:08Z,25166100778,true,PullRequestEvent,39814207,53004643,,1,1,1,1,1,2,2,false,false,true,Shell,2,[pull] current from vyos:current,open
2022-11-10T21:00:08Z,25166100939,true,PullRequestEvent,1945127,129776280,,1,14,14,1,11,61,61,false,true,true,Rust,61,Don't use fragile indentation size for string indexing,open
2022-11-10T21:00:09Z,25166100942,true,PullRequestEvent,49699333,334305033,,1,15,15,2,33,2,2,false,true,false,JavaScript,2,Bump minimatch from 3.0.4 to 3.1.2 in /server,open
2022-11-10T21:00:09Z,25166100944,true,PullRequestEvent,450570,49447110,,1,11,0,1,3,0,0,false,true,true,Ruby,0,add Object Valuation report to reports example,open
2022-11-10T21:00:09Z,25166100966,true,PullRequestEvent,19733683,187745254,,1,2,0,1,647,1,1,false,true,true,Python,1,[Snyk] Fix for 2 vulnerabilities,open
2022-11-10T21:00:09Z,25166100983,true,PullRequestEvent,49699333,195159781,,1,240,48,2,3,4,4,false,true,true,CSS,4,Bump electron from 7.1.4 to 18.3.7 in /react-client,open
2022-11-10T21:00:09Z,25166100999,true,PullRequestEvent,49699333,247838478,,1,26,16,1,15,0,0,false,true,true,JavaScript,0,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:09Z,25166101032,true,PullRequestEvent,49699333,232878978,,1,57,63,2,20,0,0,false,true,true,TypeScript,0,Bump electron from 9.0.0 to 18.3.7,open
2022-11-10T21:00:09Z,25166101041,true,PullRequestEvent,70288616,561001201,,2,12,3,2,0,0,0,false,true,true,Java,0,defined 3 of the data type tokens and added 4 rules for assigment operators,closed
2022-11-10T21:00:09Z,25166101129,true,PullRequestEvent,90796659,542581520,,40,308,22,17,1,0,0,false,true,true,TypeScript,0,Admin auth frontend,closed
2022-11-10T21:00:09Z,25166101135,true,PullRequestEvent,49699333,234006427,,1,208,24,2,4,0,0,false,true,true,JavaScript,0,Bump electron from 7.1.9 to 18.3.7,open
2022-11-10T21:00:09Z,25166101219,true,PullRequestEvent,114601453,132043451,,2,60,75,2,234,510,510,true,true,true,C++,510,CMake readability,open
2022-11-10T21:00:10Z,25166101692,true,PullRequestEvent,49699333,230471889,,1,193,9,2,2,0,0,false,true,true,TypeScript,0,Bump electron from 7.1.7 to 18.3.7,open
2022-11-10T21:00:10Z,25166101694,true,PullRequestEvent,49699333,218613843,,1,132,66,2,7,0,0,false,true,true,C#,0,Bump electron from 7.1.5 to 18.3.7 in /client,open
2022-11-10T21:00:10Z,25166101701,true,PullRequestEvent,49699333,179994473,true,1,133,106,2,1,0,0,false,false,false,HTML,0,Bump electron from 8.1.0 to 15.5.5,closed
2022-11-10T21:00:10Z,25166101730,true,PullRequestEvent,49699333,277602448,,1,87,9,2,5,0,0,false,true,true,JavaScript,0,Bump electron from 9.0.5 to 18.3.7 in /electron-builder,open
2022-11-10T21:00:10Z,25166101735,true,PullRequestEvent,49699333,306901658,,1,6,6,1,30,0,0,false,true,true,Makefile,0,chore(deps): bump minimatch from 3.0.4 to 3.0.8,open
2022-11-10T21:00:11Z,25166101842,true,PullRequestEvent,29488428,353440668,,1,1,1,2,0,0,0,false,false,false,HTML,0,update Coury et al,closed
2022-11-10T21:00:11Z,25166101855,true,PullRequestEvent,96077682,559515696,,1,112,23,4,1,0,0,false,true,true,Java,0,Fixed deal hands method and added methods to assign discard and pick …,open
2022-11-10T21:00:11Z,25166101859,true,PullRequestEvent,49699333,247489312,true,1,2170,129,2,1,3,3,false,true,true,JavaScript,3,Bump electron from 8.1.1 to 15.5.5,closed
2022-11-10T21:00:11Z,25166101870,true,PullRequestEvent,1246444,29193945,,1,1,1,1,2,4,4,true,false,false,C#,4,Bump Verify.NUnit from 18.4.0 to 19.0.0,closed
2022-11-10T21:00:11Z,25166101948,true,PullRequestEvent,49699333,228061752,,1,1587,94,3,18,3,3,false,true,true,JavaScript,3,Bump electron from 7.1.5 to 18.3.7,open
2022-11-10T21:00:11Z,25166101953,true,PullRequestEvent,49699333,257548503,true,1,105,84,2,2,0,0,false,true,true,JavaScript,0,Bump electron from 8.2.3 to 15.5.5,closed
2022-11-10T21:00:11Z,25166102030,true,PullRequestEvent,49699333,234534348,,1,149,132,2,3,0,0,false,true,true,JavaScript,0,Bump electron from 7.1.9 to 18.3.7,open
2022-11-10T21:00:11Z,25166102175,true,PullRequestEvent,864633,49415301,,1,5,4,1,22,49,49,false,false,false,,49,Add 'sudo eopkg rebuild-db' to incomplete upgrade,open
2022-11-10T21:00:12Z,25166102222,true,PullRequestEvent,49699333,195159781,true,1,240,48,2,2,4,4,false,true,true,CSS,4,Bump electron from 7.1.4 to 15.5.5 in /react-client,closed
2022-11-10T21:00:12Z,25166102240,true,PullRequestEvent,49699333,247978935,,1,121,77,2,2,0,0,false,true,true,JavaScript,0,Bump electron from 8.1.1 to 18.3.7,open
2022-11-10T21:00:12Z,25166102281,true,PullRequestEvent,49699333,234006427,true,1,208,24,2,3,0,0,false,true,true,JavaScript,0,Bump electron from 7.1.9 to 15.5.5,closed
2022-11-10T21:00:12Z,25166102377,true,PullRequestEvent,7761701,192004926,false,3,7,15,4,9,19,19,true,true,true,TypeScript,19,"chore(media-block, feature, stacked-block): use image in codebase instead of external url in stories",closed
2022-11-10T21:00:12Z,25166102379,true,PullRequestEvent,49699333,245534269,,1,35,18,1,20,0,0,false,true,true,JavaScript,0,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:12Z,25166102409,true,PullRequestEvent,49699333,256525690,true,1,82,61,2,1,1,1,false,true,true,JavaScript,1,Bump electron from 8.2.1 to 15.5.5,closed
2022-11-10T21:00:12Z,25166102410,true,PullRequestEvent,86333515,564482901,,2,37,1,1,1,0,0,false,true,true,,0,bchmempool approve,open
2022-11-10T21:00:12Z,25166102459,true,PullRequestEvent,50389029,546571772,,2,162,26,8,25,6,6,false,true,true,Java,6,タイマー再開APIを実装,closed
2022-11-10T21:00:12Z,25166102414,true,PullRequestEvent,49699333,232878978,true,1,57,63,2,19,0,0,false,true,true,TypeScript,0,Bump electron from 9.0.0 to 15.5.5,closed
2022-11-10T21:00:12Z,25166102447,true,PullRequestEvent,17735,112683472,,1,31,13,1,134,703,703,true,true,true,Solidity,703,adding a fix for recurring,open
2022-11-10T21:00:12Z,25166102472,true,PullRequestEvent,49699333,170249337,,1,129,107,1,22,0,0,false,true,true,JavaScript,0,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:12Z,25166102473,true,PullRequestEvent,49699333,261792930,true,1,92,67,2,2,0,0,false,true,true,JavaScript,0,Bump electron from 8.2.5 to 15.5.5,closed
2022-11-10T21:00:12Z,25166102476,true,PullRequestEvent,49699333,266996587,true,1,112,101,2,1,0,0,false,false,true,JavaScript,0,Bump electron from 9.0.0 to 15.5.5,closed
2022-11-10T21:00:13Z,25166102516,true,PullRequestEvent,49699333,255264405,,1,87,58,2,17,0,0,false,true,true,TypeScript,0,Bump electron from 8.2.1 to 18.3.7 in /client,open
2022-11-10T21:00:13Z,25166102607,true,PullRequestEvent,49699333,341959092,,1,3,3,1,12,23,23,false,true,true,JavaScript,23,Bump minimatch from 3.0.4 to 3.1.2,open
